2019-1466;2019;Long métrage;LE DISCOURS;Laurent Tirard;LES FILMS SUR MESURE;passage rochebrune, 75011 paris;75011;2019-10-24;2019-10-24;2.3798068900000002;48.86197586;"{""type"": ""Point"", ""coordinates"": [2.379806886496061, 48.86197586315099]}";48.8619758632,2.3798068865
2018-846;2018;Long métrage;LA REVANCHE DES CREVETTES PAILLETÉES;CEDRIC LE GALLO et MAXIME GOVARE;LES IMPRODUCTIBLES;93 quai d'orsay, 75007 paris;75007;2018-07-23;2018-07-23;2.30240008;48.86217176;"{""type"": ""Point"", ""coordinates"": [2.302400076189422, 48.86217176177437]}";48.8621717618,2.30240007619
2018-866;2018;Série TV;ENGRENAGES SAISON 7;Jean-Philippe Amar;SON ET LUMIERE;2 quai de l'archevêché, 75004 paris;75004;2018-08-02;2018-08-02;2.35178114;48.8522559;"{""type"": ""Point"", ""coordinates"": [2.351781138878978, 48.852255902711576]}";48.8522559027,2.35178113888
2018-1270;2018;Long métrage;Mignonnes;Maïmouna Doucouré;Bien ou bien Productions;rue robineau, 75020 paris;75020;2018-10-24;2018-10-24;2.39336744;48.86473253;"{""type"": ""Point"", ""coordinates"": [2.39336744288864, 48.864732531592274]}";48.8647325316,2.39336744289
2018-1277;2018;Série TV;Clem;Stéphane Malhuret;MERLIN PRODUCTIONS;9 rue de la liberté, 75019 paris;75019;2018-11-26;2018-12-01;2.3925515;48.88065795;"{""type"": ""Point"", ""coordinates"": [2.392551498055369, 48.88065794422284]}";48.8806579442,2.39255149806
2018-1286;2018;Long métrage;Remember me;Martin Rosete;F COMME FILM;1 place charles dullin, 75018 paris;75018;2018-11-05;2018-11-07;2.3424734799999998;48.88337997;"{""type"": ""Point"", ""coordinates"": [2.342473476086469, 48.883379968131905]}";48.8833799681,2.34247347609
2019-254;2019;Série TV;L'Attaché;Eli Ben-David;SKM Productions;place dauphine, 75001 paris;75001;2019-03-12;2019-03-12;2.34187932;48.85682578;"{""type"": ""Point"", ""coordinates"": [2.341879321027443, 48.85682577800554]}";48.856825778,2.34187932103
2019-534;2019;Long métrage;En attendant qui ? Mai;Marc RECUENCO;SerialBstudio;2 boulevard de courcelles, 75017 paris;75017;2019-06-11;2019-06-11;2.31504611;48.88132227;"{""type"": ""Point"", ""coordinates"": [2.315046113426942, 48.88132227155263]}";48.8813222716,2.31504611343
2019-1516;2019;Série TV;Emily in Paris;Darren Star;NW2020;18 rue des fossés saint-jacques, 75005 paris;75005;2019-11-07;2019-11-07;2.34432732;48.84543537;"{""type"": ""Point"", ""coordinates"": [2.3443273193650542, 48.845435369295956]}";48.8454353693,2.34432731937
2019-1526;2019;Long métrage;Les Années 10 - L'infiltré;Thierry De Peretti;Les Films Velvet;5 rue de la paix, 75002 paris;75002;2019-11-07;2019-11-07;2.33057324;48.86881061;"{""type"": ""Point"", ""coordinates"": [2.330573235926169, 48.86881060505027]}";48.8688106051,2.33057323593
2018-914;2018;Long métrage;It Must Be Heaven;Elia Suleiman;Rectangle Productions;place du louvre, 75001 paris;75001;2018-08-06;2018-08-06;2.34089396;48.85997279;"{""type"": ""Point"", ""coordinates"": [2.34089395891472, 48.85997278596215]}";48.859972786,2.34089395891
2019-218;2019;Long métrage;Musique de Chambre;Christophe Honoré;LES FILMS PELLEAS;rue delambre, 75014 paris;75014;2019-03-18;2019-03-19;2.32722073;48.84158565;"{""type"": ""Point"", ""coordinates"": [2.327220732561345, 48.84158564508723]}";48.8415856451,2.32722073256
2019-219;2019;Long métrage;LES HEROIQUES;Maxime Roy;TS PRODUCTIONS;17 rue philippe de girard, 75010 paris;75010;2019-03-11;2019-03-12;2.36143507;48.88235204;"{""type"": ""Point"", ""coordinates"": [2.361435072157541, 48.8823520376578]}";48.8823520377,2.36143507216
2019-554;2019;Long métrage;VILLA CAPRICE;BERNARD STORA;JPG FILMS;67 rue de lille, 75007 paris;75007;2019-05-27;2019-05-27;2.32582933;48.85961141;"{""type"": ""Point"", ""coordinates"": [2.325829334650255, 48.859611407333475]}";48.8596114073,2.32582933465
2019-557;2019;Série TV;BARON NOIR;ANTOINE CHEVROLLIER;KWAÏ;place jussieu, 75005 paris;75005;2019-06-10;2019-06-11;2.355222;48.84612433;"{""type"": ""Point"", ""coordinates"": [2.355221997015102, 48.84612433226643]}";48.8461243323,2.35522199702
2019-574;2019;Série TV;FAITES DES GOSSES SAISON 1 - EPISODE 5 A 6;PHILIPPE LEFEBVRE;ELEPHANT STORY;40 rue de l'ourcq, 75019 paris;75019;2019-06-03;2019-06-04;2.3809909400000002;48.89147262;"{""type"": ""Point"", ""coordinates"": [2.380990939996527, 48.891472615061]}";48.8914726151,2.38099094
2019-579;2019;Long métrage;TOUT SIMPLEMENT NOIR;JEAN PASCAL ZADI ET JOHN WAXXX;GAUMONT;avenue rapp, 75007 paris;75007;2019-05-31;2019-05-31;2.3008592500000002;48.8598782;"{""type"": ""Point"", ""coordinates"": [2.30085924639927, 48.85987819877956]}";48.8598781988,2.3008592464
2019-583;2019;Long métrage;L'Origine du Monde;Laurent Lafitte;Trésor Films;8 rue saint-roch, 75001 paris;75001;2019-06-07;2019-06-07;2.33166179;48.8643248;"{""type"": ""Point"", ""coordinates"": [2.331661791602547, 48.86432480168713]}";48.8643248017,2.3316617916
2018-1354;2018;Téléfilm;HUGUETTE;ANTOINE GARCEAU;MON VOISIN PRODUCTIONS;14 quai de la seine, 75019 paris;75019;2018-11-06;2018-11-06;2.37149916;48.88508048;"{""type"": ""Point"", ""coordinates"": [2.371499161092738, 48.885080476881285]}";48.8850804769,2.37149916109
2019-1575;2019;Série Web;SKAM SAISON 5 ET 6 SEMAINE 7 SUR 9;;GETEVE PRODUCTIONS;142 rue saint-maur, 75011 paris;75011;2019-11-21;2019-11-21;2.37485333;48.86863039;"{""type"": ""Point"", ""coordinates"": [2.374853330090682, 48.86863038441531]}";48.8686303844,2.37485333009
2018-1359;2018;Téléfilm;Temps de Chien;Edouard DELUC;THE FILM TV;200 rue du faubourg saint-denis, 75010 paris;75010;2018-10-30;2018-10-30;2.35848059;48.8816978;"{""type"": ""Point"", ""coordinates"": [2.358480592599792, 48.88169779975177]}";48.8816977998,2.3584805926
2017-85;2017;Série TV;CHRONIQUES PARISIENNES 7;ZABOU BREITMAN;LES FILMS DU KIOSQUE;impasse bonne nouvelle, 75010 paris;75010;2017-03-02;2017-03-02;2.35059476;48.87039189;"{""type"": ""Point"", ""coordinates"": [2.350594763549537, 48.87039188950898]}";48.8703918895,2.35059476355
2018-1362;2018;Long métrage;Notre dame;Valérie Donzelli;RECTANGLE PRODUCTIONS;4 rue dulac, 75015 paris;75015;2018-11-06;2018-11-06;2.31521251;48.84353302;"{""type"": ""Point"", ""coordinates"": [2.315212506088781, 48.84353302289899]}";48.8435330229,2.31521250609
2017-86;2017;Série TV;CHRONIQUES PARISIENNES;ZABOU BREITMAN;LES FILMS DU KIOSQUE;164 avenue jean jaurès, 75019 paris;75019;2017-03-21;2017-03-21;2.38829914;48.88736138;"{""type"": ""Point"", ""coordinates"": [2.388299135371663, 48.88736137740759]}";48.8873613774,2.38829913537
2019-690;2019;Long métrage;TOUT SIMPLEMENT NOIR;JEAN PASCAL ZADI ET JOHN WAXXX;GAUMONT;32 rue louis le grand, 75002 paris;75002;2019-06-12;2019-06-12;2.33434513;48.87063878;"{""type"": ""Point"", ""coordinates"": [2.334345131004881, 48.87063877986816]}";48.8706387799,2.334345131
2016-2591;2016;Série TV;MA PIRE ANGOISSE;VLADIMIR RODIONOFF;LES IMPRODUCTIBLES;RUE  SAINTE CECILE;75009;2016-04-06;2016-04-06;2.346404;48.873133;"{""type"": ""Point"", ""coordinates"": [2.346404000564895, 48.873133000062595]}";48.8731330001,2.34640400056
2019-698;2019;Long métrage;Madame Claude;Sylvie VERHEYDE;Les Compagnons du Cinéma;2 rue du commandant schloesing, 75116 paris;75116;2019-06-17;2019-06-17;2.28498878;48.86189199;"{""type"": ""Point"", ""coordinates"": [2.284988779195575, 48.861891991575924]}";48.8618919916,2.2849887792
2016-2599;2016;Long métrage;GC5;GUILLAUME CANET;LES PRODUCTIONS DU TRESOR;6  RUE  PIERRE FONTAINE;75009;2016-02-17;2016-02-17;2.334921;48.880776;"{""type"": ""Point"", ""coordinates"": [2.334921000072045, 48.880776000311805]}";48.8807760003,2.33492100007
2019-712;2019;Long métrage;T'as Pécho?;Adeline PICAULT;SCARLETT PRODUCTION;79 rue de l'ouest, 75014 paris;75014;2019-07-02;2019-07-03;2.3179999000000002;48.83533586;"{""type"": ""Point"", ""coordinates"": [2.317999901726401, 48.835335860761056]}";48.8353358608,2.31799990173
2016-2626;2016;Long métrage;STARS 80 LA SUITE;THOMAS LANGMANN;LA PETITE REINE;BOULEVARD  DES CAPUCINES/OLYMPIA;75009;2016-08-30;2016-08-30;2.329842;48.870283;"{""type"": ""Point"", ""coordinates"": [2.329841999854956, 48.87028300006656]}";48.8702830001,2.32984199985
2019-1283;2019;Série TV;VAMPIRES;VLADIMIR DE FONTENAY/MARIE MONGE;TETRA MEDIA FICTION;allée des orgues de flandre, 75019 paris;75019;2019-10-01;2019-10-01;2.37351551;48.8892898;"{""type"": ""Point"", ""coordinates"": [2.373515508305824, 48.889289800596636]}";48.8892898006,2.37351550831
2016-2634;2016;Long métrage;MONSIEUR ET MADAME ADELMAN;NICOLAS BEDOS;LES FILMS DU KIOSQUE;87  RUE  DE LA ROQUETTE;75011;2016-03-08;2016-03-08;2.378662;48.857163;"{""type"": ""Point"", ""coordinates"": [2.378662000226162, 48.857163000162345]}";48.8571630002,2.37866200023
2019-1284;2019;Série TV;VAMPIRES;VLADIMIR DE FONTENAY/MARIE MONGE;TETRA MEDIA FICTION;15 quai de l'oise, 75019 paris;75019;2019-10-03;2019-10-03;2.38322682;48.89066692;"{""type"": ""Point"", ""coordinates"": [2.383226816288945, 48.890666921921735]}";48.8906669219,2.38322681629
2017-126;2017;Série TV;CHRONIQUES PARISIENNES;ZABOU BREITMAN;LES FILMS DU KIOSQUE;121 boulevard raspail, 75006 paris;75006;2017-03-09;2017-03-09;2.32883453;48.84534304;"{""type"": ""Point"", ""coordinates"": [2.328834525138989, 48.84534304354988]}";48.8453430435,2.32883452514
2018-1389;2018;Long métrage;Mon Chien Stupide;Yvan Attal;Same Player;81 boulevard raspail, 75006 paris;75006;2018-11-14;2018-11-14;2.3279246000000002;48.84850413;"{""type"": ""Point"", ""coordinates"": [2.327924599718598, 48.84850412776711]}";48.8485041278,2.32792459972
2017-224;2017;Long métrage;BAD POEMS;Gàbor REISZ;LES FILMS DU BALIBARI;35 boulevard de courcelles, 75008 paris;75008;2017-04-05;2017-04-05;2.31123909;48.88051652;"{""type"": ""Point"", ""coordinates"": [2.311239089679554, 48.88051651542833]}";48.8805165154,2.31123908968
2018-1406;2018;Long métrage;L'INSPIRATRICE;GREGORY MAGNE;LES FILMS VELVET;rue vivienne, 75002 paris;75002;2018-11-12;2018-11-12;2.34033579;48.86935107;"{""type"": ""Point"", ""coordinates"": [2.340335790625711, 48.86935106472445]}";48.8693510647,2.34033579063
2017-230;2017;Long métrage;LUCKY;Mia Engberg;STORY AB;4 rue de l'orillon, 75011 paris;75011;2017-04-11;2017-04-11;2.37430576;48.86953725;"{""type"": ""Point"", ""coordinates"": [2.374305755747184, 48.86953724954832]}";48.8695372495,2.37430575575
2019-425;2019;Série TV;ROMANCE;Hervé HADMAR;CINETEVE;108 rue saint-lazare, 75008 paris;75008;2019-04-22;2019-04-23;2.32536654;48.8755623;"{""type"": ""Point"", ""coordinates"": [2.325366542009892, 48.87556230377948]}";48.8755623038,2.32536654201
2017-234;2017;Long métrage;Jean-François;Sergi Portabella;Surprise Alley;2 rue de la bûcherie, 75005 paris;75005;2017-04-10;2017-04-10;2.34922635;48.85146519;"{""type"": ""Point"", ""coordinates"": [2.349226354393461, 48.851465189617834]}";48.8514651896,2.34922635439
2019-449;2019;Série TV;IL A DEJA TES YEUX;LUCIEN JEAN BAPTISTE;ANGO PRODUCTIONS, département de FENIPROD;2 rue du général blaise, 75011 paris;75011;2019-05-02;2019-05-02;2.3790725200000002;48.86108519;"{""type"": ""Point"", ""coordinates"": [2.379072517053181, 48.86108519335692]}";48.8610851934,2.37907251705
2017-244;2017;Téléfilm;JE NE SUIS PAS UN HOMME FACILE;ELEONORE POURRIAT;FILM INVADERS;8 rue de phalsbourg, 75017 paris;75017;2017-03-30;2017-03-30;2.30914002;48.88163724;"{""type"": ""Point"", ""coordinates"": [2.309140015876005, 48.88163724162801]}";48.8816372416,2.30914001588
2019-1435;2019;Long métrage;La pièce rapportée;Antonin Peretjatko;L'ATELIER DE PRODUCTION / LA PIECE RAPPORTEE;avenue emile deschanel, 75007 paris;75007;2019-10-31;2019-10-31;2.3008746;48.85636294;"{""type"": ""Point"", ""coordinates"": [2.300874604527863, 48.85636293495619]}";48.856362935,2.30087460453
2017-259;2017;Série TV;THE FALL  VERSION FRANCE;FRED GARSON;LEONIS;avenue du maréchal gallieni, 75007 paris;75007;2017-04-10;2017-04-10;2.31333024;48.8617823;"{""type"": ""Point"", ""coordinates"": [2.313330241875269, 48.86178229683549]}";48.8617822968,2.31333024188
2018-1434;2018;Long métrage;La Daronne;Jean Paul SALOME;Les Films du Lendemain;195 rue du faubourg poissonnière, 75009 paris;75009;2018-11-19;2018-11-19;2.34950512;48.88328844;"{""type"": ""Point"", ""coordinates"": [2.349505115676838, 48.88328843467793]}";48.8832884347,2.34950511568
2017-73;2017;Série TV;Maggie e Bianca Fashion Friends Episode DE PARIS AVEC AMOUR;Yuri Rossi;Rainbow S.r.l.;32 rue des rosiers, 75004 paris;75004;2017-03-13;2017-03-13;2.35916692;48.85733749;"{""type"": ""Point"", ""coordinates"": [2.359166917174, 48.85733749073482]}";48.8573374907,2.35916691717
2018-1440;2018;Long métrage;HORS NORMES;Eric Toledano et Olivier Nakache;ADNP QUAD FILMS;26 rue mathis, 75019 paris;75019;2018-11-19;2018-11-19;2.37416606;48.89110457;"{""type"": ""Point"", ""coordinates"": [2.374166055169427, 48.89110457145292]}";48.8911045715,2.37416605517
2017-313;2017;Téléfilm;JE NE SUIS PAS UN HOMME FACILE;ELEONORE POURRIAT;FILM INVADERS;80 rue du rendez-vous, 75012 paris;75012;2017-04-20;2017-04-20;2.39972325;48.84720769;"{""type"": ""Point"", ""coordinates"": [2.399723247639689, 48.84720768983781]}";48.8472076898,2.39972324764
2018-1443;2018;Série TV;TOI, TOI, MON TOIT;DENIS IMBERT;THALIE IMAGES - TTMT;69 boulevard de picpus, 75012 paris;75012;2018-11-30;2018-11-30;2.39950689;48.84672839;"{""type"": ""Point"", ""coordinates"": [2.399506885474549, 48.84672839019918]}";48.8467283902,2.39950688547
2017-341;2017;Téléfilm;UN ADULTERE;PHILIPPE HAREL;SCARLETT PRODUCTION;1 villa deshayes, 75014 paris;75014;2017-09-05;2017-09-06;2.31565503;48.82795101;"{""type"": ""Point"", ""coordinates"": [2.315655033839688, 48.82795101190008]}";48.8279510119,2.31565503384
2018-1444;2018;Série TV;CANTABILE YOUTH;CHUN CHIEH;KOMEDIA FRANCE;1 rue des envierges, 75020 paris;75020;2018-11-26;2018-11-26;2.3858637;48.87159825;"{""type"": ""Point"", ""coordinates"": [2.38586369527416, 48.87159825159236]}";48.8715982516,2.38586369527
2017-164;2017;Téléfilm;JE NE SUIS PAS UN HOMME FACILE;ELEONORE POURRIAT;FILM INVADERS;25 boulevard richard lenoir, 75011 paris;75011;2017-03-21;2017-03-21;2.37047966;48.85709749;"{""type"": ""Point"", ""coordinates"": [2.370479661100423, 48.8570974891207]}";48.8570974891,2.3704796611
2018-1469;2018;Long métrage;Notre dame;Valérie Donzelli;RECTANGLE PRODUCTIONS;3 rue de lobau, 75004 paris;75004;2018-11-27;2018-11-27;2.35291027;48.85601585;"{""type"": ""Point"", ""coordinates"": [2.352910272217192, 48.85601585139161]}";48.8560158514,2.35291027222
2017-465;2017;Série TV;FIND ME IN PARIS 2;MATT BLOOM et RANDALL THORN;COTTONWOOD MEDIA;port de solférino, 75007 paris;75007;2017-09-08;2017-09-08;2.32562886;48.86102498;"{""type"": ""Point"", ""coordinates"": [2.325628857251007, 48.86102498336196]}";48.8610249834,2.32562885725
2019-1101;2019;Série TV;The Eddy;Damien Chazelle;atlantique productions;59 rue claude decaen, 75012 paris;75012;2019-09-17;2019-09-17;2.39800084;48.83693269;"{""type"": ""Point"", ""coordinates"": [2.398000838590899, 48.836932693115415]}";48.8369326931,2.39800083859
2017-473;2017;Long métrage;MAYA;Mia Hansen-Love;LES FILMS PELLEAS;avenue gambetta, 75020 paris;75020;2017-09-01;2017-09-01;2.39988317;48.86652176;"{""type"": ""Point"", ""coordinates"": [2.399883173378246, 48.86652175474187]}";48.8665217547,2.39988317338
2019-1107;2019;Long métrage;Seize Printemps;Suzanne Lindon;Avenue B Productions;48 rue d'orsel, 75018 paris;75018;2019-09-20;2019-09-20;2.34212026;48.88356187;"{""type"": ""Point"", ""coordinates"": [2.342120260645018, 48.88356186886989]}";48.8835618689,2.34212026065
2017-478;2017;Long métrage;ONELINE BILLIE;Lou Assous;KAFARD FILM;2 rue du général blaise, 75011 paris;75011;2017-09-15;2017-09-15;2.3790725200000002;48.86108519;"{""type"": ""Point"", ""coordinates"": [2.379072517053181, 48.86108519335692]}";48.8610851934,2.37907251705
2019-1123;2019;Long métrage;SELENE 66 QUESTIONS;JACQUELINE LENTZOU;LUXBOX;39 rue des vinaigriers, 75010 paris;75010;2019-09-11;2019-09-11;2.36163993;48.87311011;"{""type"": ""Point"", ""coordinates"": [2.361639926379115, 48.87311010813785]}";48.8731101081,2.36163992638
2017-620;2017;Long métrage;Bêtes Blondes;Maxime Matray et Alexia Walther;ECCE FILMS;104 rue de bagnolet, 75020 paris;75020;2017-10-16;2017-10-21;2.40307118;48.85954878;"{""type"": ""Point"", ""coordinates"": [2.403071176097972, 48.859548780484225]}";48.8595487805,2.4030711761
2019-1374;2019;Série Web;SKAM SAISON 5 ET 6 SEMAINE 2 SUR 9;;GETEVE PRODUCTIONS;24 rue daguerre, 75014 paris;75014;2019-10-16;2019-10-16;2.32930966;48.83412805;"{""type"": ""Point"", ""coordinates"": [2.329309662807292, 48.834128047993296]}";48.834128048,2.32930966281
2017-387;2017;Long métrage;Tout ce qu'il me reste de la revolution;Judith Davis;Apsara Films;37 rue vitruve, 75020 paris;75020;2017-09-25;2017-09-25;2.40444421;48.8580781;"{""type"": ""Point"", ""coordinates"": [2.404444214559381, 48.85807809714029]}";48.8580780971,2.40444421456
2018-746;2018;Long métrage;CHANSON DOUCE;LUCIE BORLETEAU;WHY NOT PRODUCTIONS;18 boulevard voltaire, 75011 paris;75011;2018-06-28;2018-06-28;2.3672352500000002;48.86528293;"{""type"": ""Point"", ""coordinates"": [2.36723525056895, 48.86528292577059]}";48.8652829258,2.36723525057
2017-392;2017;Long métrage;Tout ce qu'il me reste de la revolution;Judith Davis;Apsara Films;3 rue de srebrenica, 75020 paris;75020;2017-09-20;2017-09-20;2.40848182;48.85859481;"{""type"": ""Point"", ""coordinates"": [2.408481822031078, 48.85859480459623]}";48.8585948046,2.40848182203
2018-1470;2018;Long métrage;FORTE;Katia LEWKOWICZ;QUAD FILMS;31 rue piat, 75020 paris;75020;2018-11-30;2018-11-30;2.38490769;48.87188405;"{""type"": ""Point"", ""coordinates"": [2.384907687578372, 48.87188404411276]}";48.8718840441,2.38490768758
2017-406;2017;Série TV;Ton ancien toi;Jeffrey Chiang;Paris 818 Média;6 place saint-germain des prés, 75006 paris;75006;2017-08-25;2017-08-25;2.33319748;48.85423679;"{""type"": ""Point"", ""coordinates"": [2.333197479994312, 48.854236788024274]}";48.854236788,2.33319747999
2018-1568;2018;Long métrage;FORTE;Katia LEWKOWICZ;QUAD FILMS;259 avenue gambetta, 75020 paris;75020;2018-12-20;2018-12-20;2.40622469;48.87670919;"{""type"": ""Point"", ""coordinates"": [2.406224687035411, 48.87670918617277]}";48.8767091862,2.40622468704
2017-413;2017;Long métrage;BAD POEMS;Gabor Reisz;LES FILMS DU BALIBARI;65 rue des martyrs, 75009 paris;75009;2017-08-26;2017-08-26;2.33977045;48.8814559;"{""type"": ""Point"", ""coordinates"": [2.339770452682008, 48.88145590232624]}";48.8814559023,2.33977045268
2019-165;2019;Long métrage;Miss;Ruben Alves;ZAZI FILMS;rue de l'ourcq, 75019 paris;75019;2019-02-20;2019-02-21;2.38212384;48.89072811;"{""type"": ""Point"", ""coordinates"": [2.382123838268563, 48.89072810914764]}";48.8907281091,2.38212383827
2017-594;2017;Série TV;FIND ME IN PARIS 3;MATT BLOOM et RANDALL THORN;COTTONWOOD MEDIA;place charles garnier, 75009 paris;75009;2017-09-30;2017-09-30;2.33068139;48.87190095;"{""type"": ""Point"", ""coordinates"": [2.330681386083151, 48.871900953429886]}";48.8719009534,2.33068138608
2017-604;2017;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;rue royale, 75008 paris;75008;2017-10-13;2017-10-13;2.32323376;48.86838494;"{""type"": ""Point"", ""coordinates"": [2.3232337561812892, 48.86838494188141]}";48.8683849419,2.32323375618
2017-609;2017;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;boulevard malesherbes, 75008 paris;75008;2017-10-18;2017-10-18;2.31555087;48.8783832;"{""type"": ""Point"", ""coordinates"": [2.315550868807602, 48.878383197166045]}";48.8783831972,2.31555086881
2017-614;2017;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;quai de la mégisserie, 75001 paris;75001;2017-10-09;2017-10-09;2.34439458;48.85796774;"{""type"": ""Point"", ""coordinates"": [2.344394579251621, 48.85796774023032]}";48.8579677402,2.34439457925
2017-487;2017;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;rue de furstemberg, 75006 paris;75006;2017-10-03;2017-10-03;2.33572088;48.85438486;"{""type"": ""Point"", ""coordinates"": [2.335720884953372, 48.854384863305874]}";48.8543848633,2.33572088495
2019-171;2019;Série TV;Fleabag;Jeanne Herry;Banijay Studios France;76 quai de jemmapes, 75010 paris;75010;2019-02-15;2019-02-15;2.36534239;48.87191304;"{""type"": ""Point"", ""coordinates"": [2.365342392014432, 48.87191303783191]}";48.8719130378,2.36534239201
2017-836;2017;Série TV;Vingt-cinq;Bryan Marciano;ELIPH PRODUCTIONS;43 avenue de saint-mandé, 75012 paris;75012;2017-10-20;2017-10-20;2.40155272;48.84521738;"{""type"": ""Point"", ""coordinates"": [2.401552715982877, 48.84521738167987]}";48.8452173817,2.40155271598
2019-177;2019;Série TV;Le Bazar de la Charité;Alexandre Laurent;quad fantastico télévisons Le bazar de la Charité;21 rue gracieuse, 75005 paris;75005;2019-03-05;2019-03-05;2.35133456;48.84291931;"{""type"": ""Point"", ""coordinates"": [2.351334562010828, 48.84291931007945]}";48.8429193101,2.35133456201
2017-856;2017;Long métrage;Le Suicide d'Emma Peeters;Nicole Palo;TAKE FIVE sprl;1 rue dénoyez, 75020 paris;75020;2017-11-09;2017-11-09;2.37878709;48.87104945;"{""type"": ""Point"", ""coordinates"": [2.378787086767126, 48.87104944515787]}";48.8710494452,2.37878708677
2019-508;2019;Série TV;Munch saison 3;Laurent TUEL;JLA PRODUCTIONS;9 rue de l'arsenal, 75004 paris;75004;2019-05-22;2019-05-22;2.36642013;48.85112519;"{""type"": ""Point"", ""coordinates"": [2.366420131138428, 48.85112518753953]}";48.8511251875,2.36642013114
2017-784;2017;Série TV;GENIUS Saison 2 - PICASSO;Ken Biller;Froggie Production - Genius;7 rue des grands augustins, 75006 paris;75006;2017-10-27;2017-10-27;2.34095876;48.85461735;"{""type"": ""Point"", ""coordinates"": [2.340958758621169, 48.85461735079629]}";48.8546173508,2.34095875862
2019-509;2019;Téléfilm;DEBUTS DE MOIS DIFFICILES;Alexandre Castagnetti;ELEPHANT STORY;10 rue montcalm, 75018 paris;75018;2019-05-20;2019-05-21;2.33600332;48.892084080000004;"{""type"": ""Point"", ""coordinates"": [2.336003321678632, 48.89208407589083]}";48.8920840759,2.33600332168
2017-793;2017;Série Web;Arthur dans la foret;Pierre-André Lhomme;WONDERCORP;rue linois, 75015 paris;75015;2017-12-03;2017-12-03;2.28192411;48.84914786;"{""type"": ""Point"", ""coordinates"": [2.281924106856966, 48.849147856418774]}";48.8491478564,2.28192410686
2018-832;2018;Série TV;EDEN;DOMINIK MOLL;ATLANTIQUE PRODUCTIONS;10 rue de l'evangile, 75018 paris;75018;2018-07-25;2018-07-25;2.36179203;48.89193447;"{""type"": ""Point"", ""coordinates"": [2.361792034763876, 48.89193447256477]}";48.8919344726,2.36179203476
2017-944;2017;Série TV;CLEM SAISON 8 ep 44 et 45;Nicolas HERDT;MERLIN PRODUCTIONS;40 rue jean de la fontaine, 75016 paris;75016;2017-11-15;2017-11-15;2.27203972;48.85109583;"{""type"": ""Point"", ""coordinates"": [2.27203971894316, 48.851095828956396]}";48.851095829,2.27203971894
2018-1526;2018;Long métrage;FORTE;Katia LEWKOWICZ;QUAD FILMS;84 rue championnet, 75018 paris;75018;2018-12-10;2018-12-12;2.34320194;48.89586915;"{""type"": ""Point"", ""coordinates"": [2.343201935825067, 48.89586915313273]}";48.8958691531,2.34320193583
2017-947;2017;Série TV;THANKSGIVING;NICOLAS SAADA;CAPA DRAMA;rue chateaubriand, 75008 paris;75008;2017-11-20;2017-11-20;2.30152233;48.87332603;"{""type"": ""Point"", ""coordinates"": [2.30152232797511, 48.873326027923326]}";48.8733260279,2.30152232798
2018-1542;2018;Long métrage;FORTE;Katia LEWKOWICZ;QUAD FILMS;23 rue hermel, 75018 paris;75018;2018-12-13;2018-12-20;2.34427624;48.89123499;"{""type"": ""Point"", ""coordinates"": [2.344276235214876, 48.89123498950522]}";48.8912349895,2.34427623521
2017-948;2017;Série TV;THANKSGIVING;NICOLAS SAADA;CAPA DRAMA;place des etats-unis, 75116 paris;75116;2017-11-23;2017-11-23;2.29265813;48.86819003;"{""type"": ""Point"", ""coordinates"": [2.292658125816708, 48.86819002944511]}";48.8681900294,2.29265812582
2018-1547;2018;Long métrage;La nuit venue;Frederic Farrucci;Koro film;avenue de la porte de la villette, 75019 paris;75019;2018-12-11;2018-12-11;2.38766126;48.89958912;"{""type"": ""Point"", ""coordinates"": [2.387661261196787, 48.899589118985816]}";48.899589119,2.3876612612
2017-960;2017;Série TV;alice nevers episodes 96,97 saison 15;SIMON ASTIER;EGO PRoductions;38 rue de sambre-et-meuse, 75010 paris;75010;2017-11-29;2017-11-29;2.37278803;48.87454006;"{""type"": ""Point"", ""coordinates"": [2.37278803497483, 48.874540059627236]}";48.8745400596,2.37278803497
2018-1558;2018;Téléfilm;BIGGIE LA FAIM DE VIVRE;Murielle Magellan;BARJAC Production;14 rue du professeur florian delbarre, 75015 paris;75015;2018-12-14;2018-12-14;2.27159907;48.83927949;"{""type"": ""Point"", ""coordinates"": [2.271599073298523, 48.839279484669774]}";48.8392794847,2.2715990733
2017-974;2017;Série Web;Skam;David Hourrègue;Gétévé Productions;6b rue du pôle nord, 75018 paris;75018;2017-11-23;2017-11-23;2.33877009;48.89400994;"{""type"": ""Point"", ""coordinates"": [2.338770089337284, 48.89400994278901]}";48.8940099428,2.33877008934
2019-468;2019;Série TV;ENGRENAGES SAISON 8;Jean-Philippe Amar;SON ET LUMIERE;15 rue de berri, 75008 paris;75008;2019-05-21;2019-05-21;2.30426948;48.87257465;"{""type"": ""Point"", ""coordinates"": [2.3042694784415643, 48.87257464445258]}";48.8725746445,2.30426947844
